"id";"sexo";"escala";"puntuacion_cruda";"puntuacion_t"
1759;2;23;22;34
1760;2;23;23;36
1761;2;23;24;38
1762;2;23;25;40
1763;2;23;26;42
1764;2;23;27;44
1765;2;23;28;45
1766;2;23;29;47
1767;2;23;30;49
1768;2;23;31;51
1769;2;23;32;53
1770;2;23;33;55
1771;2;23;34;56
1772;2;23;35;58
1773;2;23;36;60
1774;2;23;37;62
1775;2;23;38;64
1776;2;23;39;66
1777;2;23;40;68
1778;2;23;41;69
1779;2;23;42;71
1780;2;23;43;73
1781;2;23;44;75
1782;2;23;45;77
1783;2;23;46;79
1784;2;23;47;81
1785;2;24;28;30
1786;2;24;29;33
1787;2;24;30;36
1788;2;24;31;39
1789;2;24;32;41
1790;2;24;33;44
1791;2;24;34;47
1792;2;24;35;50
1793;2;24;36;53
1794;2;24;37;56
1795;2;24;38;59
1796;2;24;39;62
1797;2;24;40;65
1798;2;24;41;68
1799;2;24;42;71
1800;2;24;43;74
1801;2;24;44;77
1802;2;24;45;80
1803;2;24;46;83
1804;2;25;0;38
1805;2;25;1;37
1806;2;25;2;39
1807;2;25;3;40
1808;2;25;4;42
1809;2;25;5;44
1810;2;25;6;45
1811;2;25;7;47
1812;2;25;8;49
1813;2;25;9;50
1814;2;25;10;52
1815;2;25;11;54
1816;2;25;12;55
1817;2;25;13;57
1818;2;25;14;59
1819;2;25;15;60
1820;2;25;16;62
1821;2;25;17;63
1822;2;25;18;65
1823;2;25;19;67
1824;2;25;20;68
1825;2;25;21;70
1826;2;25;22;72
1827;2;25;23;73
1828;2;25;24;75
1829;2;25;25;77
1830;2;25;26;78
1831;2;25;27;80
1832;2;25;28;81
1833;2;25;29;83
1834;2;25;30;85
1835;2;25;31;86
1836;2;25;32;88
1837;2;25;33;90
1838;2;25;34;91
1839;2;25;35;93
1840;2;25;36;95
1841;2;25;37;96
1842;2;25;38;98
1843;2;25;39;100
1844;2;25;40;101
1845;2;25;41;103
1846;2;25;42;104
1847;2;25;43;106
1848;2;25;44;108
1849;2;25;45;109
1850;2;25;46;111
1851;2;26;0;34
1852;2;26;1;36
1853;2;26;2;37
1854;2;26;3;38
1855;2;26;4;39
1856;2;26;5;40
1857;2;26;6;42
1858;2;26;7;43
1859;2;26;8;44
1860;2;26;9;45
1861;2;26;10;46
1862;2;26;11;48
1863;2;26;12;49
1864;2;26;13;50
1865;2;26;14;51
1866;2;26;15;52
1867;2;26;16;53
1868;2;26;17;55
1869;2;26;18;56
1870;2;26;19;57
1871;2;26;20;58
1872;2;26;21;59
1873;2;26;22;61
1874;2;26;23;62
1875;2;26;24;63
1876;2;26;25;64
1877;2;26;26;65
1878;2;26;27;67
1879;2;26;28;68
1880;2;26;29;69
1881;2;26;30;70
1882;2;26;31;71
1883;2;26;32;73
1884;2;26;33;74
1885;2;26;34;75
1886;2;26;35;76
1887;2;26;36;77
1888;2;26;37;78
1889;2;26;38;80
1890;2;26;39;81
1891;2;26;40;82
1892;2;26;41;83
1893;2;26;42;84
1894;2;26;43;86
1895;2;26;44;87
1896;2;26;45;88
1897;2;26;46;89
1898;2;26;47;90
1899;2;26;48;92
1900;2;26;49;93
1901;2;26;50;94
1902;2;26;51;95
1903;2;26;52;96
1904;2;26;53;98
1905;2;26;54;99
1906;2;26;55;100
1907;2;26;56;101
1908;2;26;57;102
1909;2;26;58;103
1910;2;26;59;105
1911;2;26;60;106
1912;2;27;0;36
1913;2;27;1;38
1914;2;27;2;41
1915;2;27;3;44
1916;2;27;4;46
1917;2;27;5;49
1918;2;27;6;52
1919;2;27;7;55
1920;2;27;8;57
1921;2;27;9;60
1922;2;27;10;63
1923;2;27;11;65
1924;2;27;12;68
1925;2;27;13;71
1926;2;27;14;73
1927;2;28;0;37
1928;2;28;1;42
1929;2;28;2;47
1930;2;28;3;51
1931;2;28;4;56
1932;2;28;5;60
1933;2;28;6;65
1934;2;28;7;69
1935;2;28;8;74
1936;2;29;1;38
1937;2;29;2;41
1938;2;29;3;44
1939;2;29;4;47
1940;2;29;5;49
1941;2;29;6;52
1942;2;29;7;55
1943;2;29;8;58
1944;2;29;9;60
1945;2;29;10;63
1946;2;29;11;66
1947;2;29;12;69
1948;2;29;13;72
1949;2;29;14;74
1950;2;29;15;77
1951;2;29;16;80
1952;2;29;17;83
1953;2;27;0;36
1954;2;27;1;38
1955;2;27;2;41
1956;2;27;3;44
1957;2;27;4;46
1958;2;27;5;49
1959;2;27;6;52
1960;2;27;7;55
1961;2;27;8;57
1962;2;27;9;60
1963;2;27;10;63
1964;2;27;11;65
1965;2;27;12;68
1966;2;27;13;71
1967;2;27;14;73
1968;2;28;0;37
1969;2;28;1;42
1970;2;28;2;47
1971;2;28;3;51
1972;2;28;4;56
1973;2;28;5;60
1974;2;28;6;65
1975;2;28;7;69
1976;2;28;8;74
1977;2;29;1;38
1978;2;29;2;41
1979;2;29;3;44
1980;2;29;4;47
1981;2;29;5;49
1982;2;29;6;52
1983;2;29;7;55
1984;2;29;8;58
1985;2;29;9;60
1986;2;29;10;63
1987;2;29;11;66
1988;2;29;12;69
1989;2;29;13;72
1990;2;29;14;74
1991;2;29;15;77
1992;2;29;16;80
1993;2;29;17;83
1994;1;30;0;35
1995;1;30;1;37
1996;1;30;2;40
1997;1;30;3;42
1998;1;30;4;45
1999;1;30;5;47
2000;1;30;6;49
2001;1;30;7;52
2002;1;30;8;54
2003;1;30;9;56
2004;1;30;10;59
2005;1;30;11;61
2006;1;30;12;64
2007;1;30;13;66
2008;1;30;14;68
2009;1;30;15;71
2010;1;30;16;73
2011;1;30;17;75
2012;1;30;18;78
2013;1;30;19;80
2014;1;30;20;83
2015;1;30;21;85
2016;1;31;0;35
2017;1;31;1;38
2018;1;31;2;41
2019;1;31;3;44
2020;1;31;4;47
2021;1;31;5;50
2022;1;31;6;53
2023;1;31;7;56
2024;1;31;8;59
2025;1;31;9;62
2026;1;31;10;65
2027;1;31;11;68
2028;1;31;12;72
2029;1;31;13;75
2030;1;31;14;78
2031;1;31;15;81
2032;1;31;16;84
2033;1;31;17;87
2034;1;31;18;90
2035;1;31;19;93
2036;1;31;20;96
2037;1;32;0;34
2038;1;32;1;37
2039;1;32;2;41
2040;1;32;3;44
2041;1;32;4;47
2042;1;32;5;51
2043;1;32;6;54
2044;1;32;7;57
2045;1;32;8;61
2046;1;32;9;64
2047;1;32;10;67
2048;1;32;11;71
2049;1;32;12;74
2050;1;32;13;77
2051;1;32;14;81
2052;1;33;0;36
2053;1;33;1;39
2054;1;33;2;41
2055;1;33;3;43
2056;1;33;4;46
2057;1;33;5;48
2058;1;33;6;50
2059;1;33;7;53
2060;1;33;8;55
2061;1;33;9;58
2062;1;33;10;60
2063;1;33;11;62
2064;1;33;12;65
2065;1;33;13;67
2066;1;33;14;70
2067;1;33;15;72
2068;1;33;16;74
2069;1;33;17;77
2070;1;33;18;79
2071;1;33;19;81
2072;1;33;20;84
2073;1;33;21;86
2074;1;33;22;89
2075;1;33;23;91
2076;1;33;24;93
2077;1;33;25;96
2078;1;33;26;98
2079;1;34;0;34
2080;1;34;1;37
2081;1;34;2;40
2082;1;34;3;42
2083;1;34;4;45
2084;1;34;5;48
2085;1;34;6;50
2086;1;34;7;53
2087;1;34;8;56
2088;1;34;9;58
2089;1;34;10;61
2090;1;34;11;63
2091;1;34;12;66
2092;1;34;13;69
2093;1;34;14;71
2094;1;34;15;74
2095;1;34;16;77
2096;1;34;17;79
2097;1;34;18;82
2098;1;34;19;84
2099;1;34;20;87
2100;1;34;21;90
2101;1;34;22;92
2102;1;34;23;95
2103;1;34;24;98
2104;1;35;0;39
2105;1;35;1;43
2106;1;35;2;47
2107;1;35;3;52
2108;1;35;4;56
2109;1;35;5;60
2110;1;35;6;65
2111;1;35;7;69
2112;1;35;8;73
2113;1;35;9;78
2114;1;35;10;82
2115;1;35;11;87
2116;1;35;12;91
2117;1;35;13;95
2118;1;36;0;32
2119;1;36;1;35
2120;1;36;2;39
2121;1;36;3;42
2122;1;36;4;45
2123;1;36;5;48
2124;1;36;6;52
2125;1;36;7;55
2126;1;36;8;58
2127;1;36;9;61
2128;1;36;10;65
2129;1;36;11;68
2130;1;36;12;71
2131;1;36;13;74
2132;1;36;14;77
2133;1;36;15;81
2134;1;36;16;84
2135;1;37;2;31
2136;1;37;3;33
2137;1;37;4;35
2138;1;37;5;37
2139;1;37;6;39
2140;1;37;7;41
2141;1;37;8;43
2142;1;37;9;45
2143;1;37;10;47
2144;1;37;11;49
2145;1;37;12;51
2146;1;37;13;54
2147;1;37;14;56
2148;1;37;15;58
2149;1;37;16;60
2150;1;37;17;62
2151;1;37;18;64
2152;1;37;19;66
2153;1;37;20;68
2154;1;37;21;70
2155;1;37;22;72
2156;1;37;23;74
2157;1;38;3;31
2158;1;38;4;33
2159;1;38;5;36
2160;1;38;6;39
2161;1;38;7;41
2162;1;38;8;44
2163;1;38;9;47
2164;1;38;10;49
2165;1;38;11;52
2166;1;38;12;55
2167;1;38;13;58
2168;1;38;14;60
2169;1;38;15;63
2170;1;38;16;66
2171;1;38;17;68
2172;1;38;18;71
2173;1;38;19;74
2174;1;38;20;76
2175;1;39;2;31
2176;1;39;3;34
2177;1;39;4;37
2178;1;39;5;39
2179;1;39;6;42
2180;1;39;7;45
2181;1;39;8;48
2182;1;39;9;51
2183;1;39;10;53
2184;1;39;11;56
2185;1;39;12;59
2186;1;39;13;62
2187;1;39;14;64
2188;1;39;15;67
2189;1;39;16;70
2190;1;39;17;73
2191;1;39;18;76
2192;1;39;19;78
2193;1;40;0;37
2194;1;40;1;40
2195;1;40;2;43
2196;1;40;3;46
2197;1;40;4;49
2198;1;40;5;52
2199;1;40;6;55
2200;1;40;7;58
2201;1;40;8;61
2202;1;40;9;64
2203;1;40;10;67
2204;1;40;11;70
2205;1;40;12;73
2206;1;40;13;76
2207;1;40;14;79
2208;1;40;15;82
2209;1;40;16;85
2210;1;41;0;33
2211;1;41;1;35
2212;1;41;2;37
2213;1;41;3;40
2214;1;41;4;42
2215;1;41;5;44
2216;1;41;6;47
2217;1;41;7;49
2218;1;41;8;51
2219;1;41;9;54
2220;1;41;10;56
2221;1;41;11;58
2222;1;41;12;61
2223;1;41;13;63
2224;1;41;14;65
2225;1;41;15;68
2226;1;41;16;70
2227;1;41;17;72
2228;1;41;18;75
2229;1;41;19;77
2230;1;41;20;79
2231;1;41;21;82
2232;1;42;0;36
2233;1;42;1;38
2234;1;42;2;41
2235;1;42;3;43
2236;1;42;4;46
2237;1;42;5;48
2238;1;42;6;51
2239;1;42;7;54
2240;1;42;8;56
2241;1;42;9;59
2242;1;42;10;61
2243;1;42;11;64
2244;1;42;12;66
2245;1;42;13;69
2246;1;42;14;72
2247;1;42;15;74
2248;1;42;16;77
2249;1;42;17;79
2250;1;42;18;82
2251;1;42;19;84
2252;1;42;20;87
2253;1;43;0;36
2254;1;43;1;38
2255;1;43;2;40
2256;1;43;3;42
2257;1;43;4;44
2258;1;43;5;47
2259;1;43;6;49
2260;1;43;7;51
2261;1;43;8;53
2262;1;43;9;55
2263;1;43;10;57
2264;1;43;11;59
2265;1;43;12;61
2266;1;43;13;64
2267;1;43;14;66
2268;1;43;15;68
2269;1;43;16;70
2270;1;43;17;72
2271;1;43;18;74
2272;1;43;19;76
2273;1;43;20;79
2274;1;43;21;81
2275;1;43;22;83
2276;1;43;23;85
2277;1;44;0;37
2278;1;44;1;40
2279;1;44;2;43
2280;1;44;3;46
2281;1;44;4;49
2282;1;44;5;52
2283;1;44;6;55
2284;1;44;7;58
2285;1;44;8;62
2286;1;44;9;65
2287;1;44;10;68
2288;1;44;11;71
2289;1;44;12;74
2290;1;44;13;77
2291;1;44;14;80
2292;1;44;15;83
2293;1;44;16;87
2294;1;44;17;90
2295;1;44;18;93
2296;2;30;0;33
2297;2;30;1;35
2298;2;30;2;38
2299;2;30;3;40
2300;2;30;4;43
2301;2;30;5;45
2302;2;30;6;47
2303;2;30;7;50
2304;2;30;8;52
2305;2;30;9;55
2306;2;30;10;57
2307;2;30;11;59
2308;2;30;12;62
2309;2;30;13;64
2310;2;30;14;66
2311;2;30;15;69
2312;2;30;16;71
2313;2;30;17;74
2314;2;30;18;76
2315;2;30;19;78
2316;2;30;20;81
2317;2;30;21;83
2318;2;31;0;31
2319;2;31;1;34
2320;2;31;2;36
2321;2;31;3;39
2322;2;31;4;41
2323;2;31;5;44
2324;2;31;6;46
2325;2;31;7;49
2326;2;31;8;51
2327;2;31;9;54
2328;2;31;10;56
2329;2;31;11;59
2330;2;31;12;61
2331;2;31;13;64
2332;2;31;14;66
2333;2;31;15;69
2334;2;31;16;71
2335;2;31;17;74
2336;2;31;18;76
2337;2;31;19;79
2338;2;31;20;81
2339;2;31;21;84
2340;2;32;0;32
2341;2;32;1;36
2342;2;32;2;39
2343;2;32;3;42
2344;2;32;4;46
2345;2;32;5;49
2346;2;32;6;53
2347;2;32;7;56
2348;2;32;8;60
2349;2;32;9;63
2350;2;32;10;67
2351;2;32;11;70
2352;2;32;12;73
2353;2;32;13;77
2354;2;32;14;80
2355;2;32;15;84
2356;2;33;0;35
2357;2;33;1;37
2358;2;33;2;39
2359;2;33;3;42
2360;2;33;4;44
2361;2;33;5;46
2362;2;33;6;48
2363;2;33;7;50
2364;2;33;8;53
2365;2;33;9;55
2366;2;33;10;57
2367;2;33;11;59
2368;2;33;12;62
2369;2;33;13;64
2370;2;33;14;66
2371;2;33;15;68
2372;2;33;16;70
2373;2;33;17;73
2374;2;33;18;75
2375;2;33;19;77
2376;2;33;20;79
2377;2;33;21;82
2378;2;33;22;84
2379;2;33;23;86
2380;2;33;24;88
2381;2;33;25;90
2382;2;33;26;93
2383;2;34;0;33
2384;2;34;1;36
2385;2;34;2;38
2386;2;34;3;41
2387;2;34;4;43
2388;2;34;5;46
2389;2;34;6;48
2390;2;34;7;51
2391;2;34;8;54
2392;2;34;9;56
2393;2;34;10;59
2394;2;34;11;61
2395;2;34;12;64
2396;2;34;13;66
2397;2;34;14;69
2398;2;34;15;72
2399;2;34;16;74
2400;2;34;17;77
2401;2;34;18;79
2402;2;34;19;82
2403;2;34;20;84
2404;2;34;21;87
2405;2;34;22;89
2406;2;34;23;92
2407;2;34;24;95
2408;2;34;25;97
2409;2;34;26;100
2410;2;35;0;40
2411;2;35;1;44
2412;2;35;2;48
2413;2;35;3;53
2414;2;35;4;57
2415;2;35;5;61
2416;2;35;6;66
2417;2;35;7;70
2418;2;35;8;74
2419;2;35;9;79
2420;2;35;10;83
2421;2;35;11;87
2422;2;35;12;92
2423;2;35;13;96
2424;2;35;14;100
2425;2;35;15;105
2426;2;36;0;31
2427;2;36;1;34
2428;2;36;2;38
2429;2;36;3;41
2430;2;36;4;45
2431;2;36;5;48
2432;2;36;6;52
2433;2;36;7;55
2434;2;36;8;59
2435;2;36;9;62
2436;2;36;10;66
2437;2;36;11;69
2438;2;36;12;72
2439;2;36;13;76
2440;2;36;14;79
2441;2;36;15;83
2442;2;37;0;74
2443;2;37;1;72
2444;2;37;2;70
2445;2;37;3;68
2446;2;37;4;65
2447;2;37;5;63
2448;2;37;6;61
2449;2;37;7;58
2450;2;37;8;56
2451;2;37;9;54
2452;2;37;10;52
2453;2;37;11;49
2454;2;37;12;47
2455;2;37;13;45
2456;2;37;14;43
2457;2;37;15;40
2458;2;37;16;38
2459;2;37;17;36
2460;2;37;18;33
2461;2;37;19;31
2462;2;38;3;32
2463;2;38;4;35
2464;2;38;5;38
2465;2;38;6;42
2466;2;38;7;45
2467;2;38;8;48
2468;2;38;9;51
2469;2;38;10;55
2470;2;38;11;58
2471;2;38;12;61
2472;2;38;13;64
2473;2;38;14;67
2474;2;38;15;71
2475;2;38;16;74
2476;2;38;17;77
2477;2;38;18;80
2478;2;39;3;31
2479;2;39;4;34
2480;2;39;5;37
2481;2;39;6;40
2482;2;39;7;43
2483;2;39;8;47
2484;2;39;9;50
2485;2;39;10;53
2486;2;39;11;56
2487;2;39;12;59
2488;2;39;13;62
2489;2;39;14;65
2490;2;39;15;68
2491;2;39;16;72
2492;2;39;17;75
2493;2;39;18;78
2494;2;39;19;81
2495;2;40;0;37
2496;2;40;1;40
2497;2;40;2;42
2498;2;40;3;45
2499;2;40;4;48
2500;2;40;5;51
2501;2;40;6;53
2502;2;40;7;56
2503;2;40;8;59
2504;2;40;9;61
2505;2;40;10;64
2506;2;40;11;67
2507;2;40;12;69
2508;2;40;13;72
2509;2;40;14;75
2510;2;40;15;78
2511;2;40;16;80
2512;2;40;17;83
2513;2;40;18;86
2514;2;40;19;88
2515;2;40;20;91
2516;2;40;21;94
2517;2;40;22;96
2518;2;41;0;32
2519;2;41;1;35
2520;2;41;2;37
2521;2;41;3;40
2522;2;41;4;42
2523;2;41;5;44
2524;2;41;6;47
2525;2;41;7;49
2526;2;41;8;52
2527;2;41;9;54
2528;2;41;10;57
2529;2;41;11;59
2530;2;41;12;61
2531;2;41;13;64
2532;2;41;14;66
2533;2;41;15;69
2534;2;41;16;71
2535;2;41;17;74
2536;2;41;18;76
2537;2;41;19;79
2538;2;41;20;81
2539;2;41;21;83
2540;2;41;22;86
2541;2;42;0;35
2542;2;42;1;37
2543;2;42;2;40
2544;2;42;3;42
2545;2;42;4;45
2546;2;42;5;47
2547;2;42;6;50
2548;2;42;7;52
2549;2;42;8;55
2550;2;42;9;57
2551;2;42;10;60
2552;2;42;11;62
2553;2;42;12;65
2554;2;42;13;67
2555;2;42;14;70
2556;2;42;15;72
2557;2;42;16;75
2558;2;42;17;77
2559;2;42;18;80
2560;2;42;19;82
2561;2;42;20;85
2562;2;42;21;87
2563;2;43;0;34
2564;2;43;1;36
2565;2;43;2;38
2566;2;43;3;40
2567;2;43;4;42
2568;2;43;5;44
2569;2;43;6;46
2570;2;43;7;48
2571;2;43;8;50
2572;2;43;9;52
2573;2;43;10;54
2574;2;43;11;57
2575;2;43;12;59
2576;2;43;13;61
2577;2;43;14;63
2578;2;43;15;65
2579;2;43;16;67
2580;2;43;17;69
2581;2;43;18;71
2582;2;43;19;73
2583;2;43;20;75
2584;2;43;21;77
2585;2;43;22;79
2586;2;43;23;81
2587;2;43;24;83
2588;2;43;25;85
2589;2;43;26;87
2590;2;43;27;89
2591;2;43;28;91
2592;2;43;29;93
2593;2;44;0;36
2594;2;44;1;39
2595;2;44;2;42
2596;2;44;3;45
2597;2;44;4;48
2598;2;44;5;51
2599;2;44;6;54
2600;2;44;7;57
2601;2;44;8;60
2602;2;44;9;63
2603;2;44;10;66
2604;2;44;11;69
2605;2;44;12;72
2606;2;44;13;75
2607;2;44;14;78
2608;2;44;15;81
2609;2;44;16;84
2610;2;44;17;86
2611;2;44;18;89
